#stokes,freq,ind,real,imag,eta
5,3052,62,-1.504622,-0.148116,1
5,3052,63,0.279239,0.209994,1
5,3052,64,4.148013,0.037544,1
5,3052,65,0.130484,-0.22268,1
5,3180,0,0.13246,-0.334755,1
5,3180,1,-0.031874,0.1224,1
5,3180,2,-0.028302,-0.160556,1
5,3180,3,2.139383,0.789441,1
5,3180,4,-0.113588,0.343815,1
5,3180,5,-0.016472,-0.082618,1
5,3180,6,-0.01662,0.014435,1
5,3180,7,0.030179,-0.165935,1
5,3180,8,0.020859,0.199883,1
5,3180,9,0.023392,0.002427,1
5,3180,10,-3.875647,-1.432899,1
5,3180,11,0.271806,0.095185,1
5,3180,12,-0.092242,0.145118,1
5,3180,13,0.025875,0.131397,1
5,3180,14,0.007276,0.003784,1
5,3180,15,-0.000838,-0.000068,1
5,3180,16,0.030829,-0.027405,1
5,3180,17,0.030793,-0.022996,1
5,3180,18,0.00894,0.061175,1
5,3180,19,-0.014427,-0.003599,1
5,3180,20,-0.000517,-0.000584,1
5,3180,21,-0.814194,-0.307783,1
5,3180,22,-0.145502,-0.049254,1
5,3180,23,-0.273855,-0.101866,1
5,3180,24,0.020648,-0.059043,1
5,3180,25,0.001169,0.00162,1
5,3180,26,-0.014803,-0.011162,1
5,3180,27,0.000334,-0.00032,1
5,3180,28,-0.000133,-0.000036,1
5,3180,29,0.002349,0.000562,1
5,3180,30,-0.003357,0.003469,1
5,3180,31,-0.018111,0.053151,1
5,3180,32,-0.012699,-0.07482,1
5,3180,33,0.005945,0.001337,1
5,3180,34,0.001441,0.000306,1
5,3180,35,-0.006989,-0.001001,1
5,3180,36,0.057179,0.022232,1
5,3180,37,-0.043099,-0.016796,1
5,3180,38,0.029672,0.010964,1
5,3180,39,-0.03273,-0.012715,1
5,3180,40,0.079139,-0.154057,1
5,3180,41,-0.012993,-0.061988,1
5,3180,42,0.009404,-0.001862,1
5,3180,43,-0.001306,-0.001198,1
5,3180,44,0.000512,-0.001067,1
5,3180,45,0.000136,-0.000072,1
5,3180,46,0.000515,-0.000343,1
5,3180,47,-0.002881,0.001571,1
5,3180,48,-0.01617,0.013078,1
5,3180,49,-0.02867,0.05967,1
5,3180,50,-0.015538,-0.094038,1
5,3180,51,0.010138,-0.000568,1
5,3180,52,-0.001725,-0.002188,1
5,3180,53,-0.00136,-0.000102,1
5,3180,54,0.002804,-0.000527,1
5,3180,55,0.000234,0.000073,1
5,3180,56,0.000312,0.000074,1
5,3180,57,-0.000197,-0.000167,1
5,3180,58,0.002305,0.000016,1
5,3180,59,-0.011169,-0.005005,1
5,3180,60,0.038014,-0.06771,1
5,3180,61,-0.008012,-0.038869,1
5,3180,62,0.008963,0.001785,1
5,3180,63,0.000527,-0.00024,1
5,3180,64,0.001393,-0.000947,1
5,3180,65,-0.000242,-0.001379,1
5,3436,0,0.232708,-0.042763,1
5,3436,1,-0.066053,0.014347,1
5,3436,2,-0.008118,0.071522,1
5,3436,3,0.697317,0.218983,1
